gage_id,time_start,temperature,specific_humidity,pressure,wind_u,wind_v,longwave_radiation,convective_fraction,shortwave_radiation
12020000,2001-01-01T00:00:00,"[4.767500000000024, 6.144166666666692]","[0.004443933332316081, 0.004794824998982748]","[96632.54291666667, 99332.54291666667]","[-1.9041666666666666, -1.6883333333333328]","[1.2241666666666666, 1.2616666666666665]","[267.46125, 274.8037499999999]","[0.0, 0.0]","[58.421166666666664, 58.4435]"
12025000,2001-01-01T00:00:00,"[5.851250000000019, 4.680833333333356]","[0.004856766665649413, 0.0044973166656494135]","[98494.08958333333, 95917.31624999999]","[-1.2725, -0.9274999999999999]","[1.1745833333333335, 1.056666666666666]","[281.23125000000005, 275.71166666666664]","[0.0, 0.0]","[68.9095, 68.27966666666667]"
12025700,2001-01-01T00:00:00,[3.5229166666666933],[0.004115749998982747],[93436.70291666665],[-0.4891666666666666],[0.9229166666666666],[269.71583333333336],[0.0],[65.85866666666668]
12035000,2001-01-01T00:00:00,"[6.938333333333347, 6.598750000000017, 5.917916666666689, 5.390000000000022, 5.788750000000024]","[0.005143458332316082, 0.0051735749989827474, 0.004673049998982747, 0.00471680833231608, 0.004981966665649414]","[101121.23625000002, 100902.99625000001, 98434.78291666665, 98068.78291666669, 99444.48958333333]","[-1.485, -2.007916666666666, -0.7970833333333333, -1.2766666666666666, -1.7020833333333336]","[1.647083333333333, 1.8700000000000008, 1.747083333333333, 2.0712499999999996, 2.454166666666666]","[281.18958333333336, 281.20666666666665, 273.2020833333333, 272.32041666666674, 276.3762500000001]","[0.0, 0.0, 0.0, 0.0, 0.0]","[69.27516666666666, 68.7885, 68.90316666666668, 62.65883333333334, 64.58883333333334]"
12040500,2001-01-01T00:00:00,"[7.811250000000015, 7.24875000000002, 4.802916666666692, 6.938333333333354, 5.80125000000002, 4.901666666666692, 3.3150000000000213, 2.2987500000000196]","[0.005579041665649413, 0.00524330833231608, 0.004462341665649414, 0.005541308332316082, 0.005024791665649414, 0.004558333332316081, 0.00398765833231608, 0.003820174998982748]","[100921.44958333333, 99994.16958333335, 95624.96958333335, 99717.04958333331, 97657.02291666665, 96026.70291666665, 93211.79625, 91615.63624999998]","[-3.4774999999999996, -2.3712500000000003, -1.0750000000000002, -3.109166666666667, -2.5779166666666673, -1.8570833333333334, -1.0279166666666668, -0.7912499999999999]","[4.58875, 4.157916666666668, 3.6616666666666666, 4.71625, 4.492916666666665, 4.20125, 3.8658333333333323, 3.660833333333334]","[289.3379166666667, 282.82708333333335, 267.1758333333334, 291.7708333333334, 279.5075, 269.23875, 256.9520833333333, 252.66833333333338]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[60.578, 61.66433333333333, 61.139, 52.505, 57.28733333333334, 63.102166666666676, 64.8865, 66.4155]"
12041200,2001-01-01T00:00:00,"[6.465416666666691, 5.38041666666669, 4.8875000000000215, 2.83750000000002, -0.742083333333305]","[0.005527341665649415, 0.0050128083323160814, 0.004561224998982747, 0.003939383332316081, 0.0033102833323160816]","[99233.50291666664, 97174.67624999997, 96081.84958333336, 92486.56958333334, 86675.58291666667]","[-2.7799999999999994, -2.9583333333333326, -3.0512499999999996, -2.369166666666666, -1.4133333333333333]","[4.776249999999998, 4.80875, 4.890833333333333, 4.71, 4.487500000000002]","[291.1587499999999, 278.68, 268.41166666666663, 253.79458333333332, 237.045]","[0.0, 0.0, 0.0, 0.0, 0.0]","[53.31716666666667, 53.078166666666654, 60.379, 63.45016666666667, 69.64583333333334]"
12043000,2001-01-01T00:00:00,"[5.56541666666669, 4.093750000000026]","[0.005233974998982747, 0.004644741665649414]","[97994.03625, 95292.72958333332]","[-1.6779166666666667, -1.92]","[4.212916666666667, 3.9604166666666667]","[279.4820833333333, 265.6225]","[0.0, 0.0]","[60.147333333333336, 64.52600000000001]"
12048000,2001-01-01T00:00:00,"[-0.05833333333331107, 1.69625000000003, 3.3416666666666948]","[0.0035314249989827477, 0.0038009749989827476, 0.004069049998982747]","[88234.24958333332, 90864.62291666666, 93400.86291666667]","[0.7558333333333335, 1.1908333333333332, 1.5370833333333336]","[3.610416666666667, 3.1225000000000005, 2.5470833333333327]","[241.22125000000003, 249.76958333333332, 258.53375000000005]","[0.0, 0.0, 0.0]","[67.90400000000001, 61.85383333333334, 58.28133333333333]"
12054000,2001-01-01T00:00:00,"[0.45708333333335815, 2.5829166666666907]","[0.003785508332316081, 0.004414958332316081]","[89461.04958333336, 93748.48958333336]","[-0.9295833333333334, -0.7766666666666667]","[2.795833333333334, 2.6437500000000003]","[251.69416666666675, 266.8137499999999]","[0.0, 0.0]","[62.39416666666667, 66.08533333333332]"
12056500,2001-01-01T00:00:00,"[1.9562500000000256, 0.9770833333333518]","[0.0037848749989827474, 0.003708699998982748]","[91111.87624999999, 89790.64958333333]","[-1.2720833333333332, -1.7787499999999998]","[2.6308333333333334, 2.609583333333333]","[253.7370833333334, 250.82916666666665]","[0.0, 0.0]","[59.68000000000001, 61.26366666666667]"
12073500,2001-01-01T00:00:00,[6.343333333333352],[0.005404916665649414],[101342.91625],[-0.1904166666666667],[1.604583333333334],[288.8141666666667],[0.0],[65.1855]
12082500,2001-01-01T00:00:00,"[1.829583333333358, 1.006666666666689, -4.090416666666644]","[0.0035898416656494135, 0.003446599998982747, 0.0026341916656494138]","[90857.79625, 90073.04958333336, 80749.23625]","[-0.41, -0.6408333333333331, -0.6583333333333333]","[1.1325, 1.33875, 1.3920833333333338]","[258.87625000000014, 253.21375000000003, 226.50958333333335]","[0.0, 0.0, 0.0]","[64.34916666666668, 72.19883333333333, 67.6085]"
12092000,2001-01-01T00:00:00,"[1.2379166666666894, 2.4425000000000145, -1.2624999999999744]","[0.0035036416656494145, 0.0038174916656494155, 0.0031302833323160815]","[89213.42291666666, 90786.80958333332, 84363.04958333333]","[-0.18708333333333357, -0.1945833333333334, -0.5870833333333333]","[1.1612500000000001, 1.2004166666666667, 1.3133333333333337]","[254.2579166666666, 259.4591666666667, 238.43500000000003]","[0.0, 0.0, 0.0]","[67.97283333333334, 67.7915, 67.20083333333334]"
12095000,2001-01-01T00:00:00,"[3.1966666666666868, 1.1354166666666903]","[0.0042476666656494156, 0.0038148999989827473]","[93081.23625, 89415.55625000001]","[-0.5483333333333332, -0.40958333333333324]","[1.1770833333333333, 1.02625]","[267.1504166666667, 254.9879166666667]","[0.0, 0.0]","[75.6535, 74.633]"
12114500,2001-01-01T00:00:00,[0.8758333333333562],[0.0038598166656494143],[89447.10291666667],[1.1762500000000005],[0.13416666666666668],[249.74041666666665],[0.0],[72.66966666666666]
12115000,2001-01-01T00:00:00,"[1.9591666666666872, 0.8758333333333562]","[0.004089608332316081, 0.0038598166656494143]","[91180.32958333334, 89447.10291666667]","[0.9437500000000001, 1.1762500000000005]","[0.23666666666666666, 0.13416666666666668]","[256.7679166666666, 249.74041666666665]","[0.0, 0.0]","[73.25583333333334, 72.66966666666666]"
12115500,2001-01-01T00:00:00,[],[],[],[],[],[],[],[]
12117000,2001-01-01T00:00:00,[],[],[],[],[],[],[],[]
12141300,2001-01-01T00:00:00,"[2.6958333333333564, 1.5654166666666878]","[0.00423048333231608, 0.004030066665649414]","[91825.31625000002, 90092.48958333336]","[1.3929166666666672, 1.1083333333333332]","[0.1120833333333333, 0.8725]","[269.0416666666667, 258.6041666666667]","[0.0, 0.0]","[87.94566666666667, 85.66333333333334]"
12143600,2001-01-01T00:00:00,"[1.9283333333333583, 1.015833333333357]","[0.004077408332316081, 0.00391055833231608]","[90817.10291666666, 89472.54291666667]","[1.2162499999999998, 1.1791666666666667]","[0.12833333333333333, 0.4033333333333333]","[260.83750000000003, 254.03458333333325]","[0.0, 0.0]","[83.22616666666669, 81.533]"
12144000,2001-01-01T00:00:00,"[1.9283333333333583, 1.015833333333357]","[0.004077408332316081, 0.00391055833231608]","[90817.10291666666, 89472.54291666667]","[1.2162499999999998, 1.1791666666666667]","[0.12833333333333333, 0.4033333333333333]","[260.83750000000003, 254.03458333333325]","[0.0, 0.0]","[83.22616666666669, 81.533]"
12145500,2001-01-01T00:00:00,[4.999166666666684],[0.004819074998982746],[96779.90291666666],[0.06874999999999999],[1.1362500000000002],[280.22375],[0.0],[75.43066666666668]
12147500,2001-01-01T00:00:00,[],[],[],[],[],[],[],[]
12147600,2001-01-01T00:00:00,[],[],[],[],[],[],[],[]
12167000,2001-01-01T00:00:00,"[2.16833333333336, 5.074583333333355, 3.774166666666692, 4.0025000000000235]","[0.004218866665649415, 0.00491488333231608, 0.004458249998982747, 0.004578466665649415]","[91283.55624999997, 97734.30291666665, 94914.08958333333, 95425.26291666667]","[0.020416666666666545, -0.93, -0.47124999999999995, -0.23625000000000015]","[1.6120833333333333, 1.692083333333333, 1.9066666666666665, 1.7891666666666663]","[267.5829166666666, 285.88374999999996, 278.28875000000005, 277.0629166666667]","[0.0, 0.0, 0.0, 0.0]","[82.22866666666667, 73.629, 68.355, 65.59416666666668]"
12175500,2001-01-01T00:00:00,"[-2.7270833333333093, -4.123333333333311]","[0.003447216665649413, 0.0031852999989827476]","[84982.80958333334, 82660.78291666666]","[0.6895833333333332, 1.3541666666666667]","[1.8274999999999997, 1.3108333333333333]","[229.72791666666663, 222.80458333333334]","[0.0, 0.0]","[74.569, 77.36933333333333]"
12178100,2001-01-01T00:00:00,[],[],[],[],[],[],[],[]
12186000,2001-01-01T00:00:00,"[0.7050000000000244, -1.7524999999999764]","[0.003822716665649414, 0.003384841665649414]","[88854.14291666665, 84929.15625]","[2.531666666666666, 2.6695833333333336]","[-0.29666666666666663, -0.38083333333333336]","[259.8233333333333, 242.56208333333333]","[0.0, 0.0]","[88.69433333333332, 83.78783333333334]"
12189500,2001-01-01T00:00:00,"[0.7050000000000244, -1.7524999999999764, 3.3366666666666895, 2.4508333333333567, 0.5012500000000202, -0.7379166666666374, -1.5733333333333046, -3.5679166666666453, 5.559583333333355, 3.292500000000023, 0.5291666666666899, -0.889166666666649, -2.9116666666666475, 5.161250000000021]","[0.003822716665649414, 0.003384841665649414, 0.004470849998982747, 0.004227191665649414, 0.0037522666656494147, 0.0035793916656494135, 0.003475508332316081, 0.0031525333323160804, 0.005029524998982749, 0.004512716665649415, 0.00391530833231608, 0.0036517583323160806, 0.003293258332316081, 0.00498728333231608]","[88854.14291666665, 84929.15625, 93586.22291666667, 92285.39624999999, 89174.16958333332, 87095.50291666666, 85715.31624999999, 82469.98291666668, 98446.24958333334, 94488.62291666666, 89742.27625000001, 87286.78291666665, 83876.14291666665, 98475.84958333334]","[2.531666666666666, 2.6695833333333336, 0.8762499999999998, 1.87125, 2.9691666666666667, 2.8325, 2.712916666666668, 2.611666666666666, 0.10416666666666659, 0.5858333333333334, 1.1408333333333334, 1.5512499999999998, 1.872083333333334, -0.9804166666666666]","[-0.29666666666666663, -0.38083333333333336, 0.9924999999999997, 0.2762500000000001, -0.5108333333333334, -0.33125, -0.14958333333333332, 0.03083333333333349, 1.5358333333333327, 1.1845833333333333, 0.8220833333333329, 0.65, 0.5333333333333332, 2.301666666666667]","[259.8233333333333, 242.56208333333333, 273.6329166666667, 269.20958333333334, 259.5945833333333, 246.3333333333333, 234.90125000000003, 218.03624999999997, 283.1558333333333, 268.94624999999996, 252.5433333333333, 241.51958333333332, 227.07958333333332, 276.5825]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[88.69433333333332, 83.78783333333334, 80.6695, 86.74383333333333, 85.62466666666666, 79.56916666666666, 74.16950000000001, 72.112, 70.29416666666667, 78.13983333333333, 77.61233333333332, 73.99983333333334, 74.6445, 71.73816666666666]"
12358500,2001-01-01T00:00:00,"[-5.826249999999976, -4.497499999999978, -4.644583333333306, -4.849583333333309, -5.712083333333308, -3.913749999999981, -4.65333333333331, -4.6120833333333096, -5.490833333333311, -3.8916666666666493, -4.144166666666645, -4.167499999999973, -3.4387499999999727, -2.7324999999999733, -5.328749999999974, -5.12624999999998, -4.228333333333315, -1.2008333333333117, -3.0566666666666484, -5.151666666666647, -4.416666666666646, -5.2304166666666445, -3.122499999999981, -5.249583333333315, -4.1991666666666445]","[0.002851249998982747, 0.0030932999989827475, 0.003049641665649414, 0.0030029833323160803, 0.0028508166656494136, 0.003175399998982748, 0.003053199998982748, 0.0030340499989827464, 0.002816449998982747, 0.0031673499989827475, 0.0031268249989827475, 0.0030555583323160804, 0.003247866665649415, 0.0033518666656494143, 0.002882408332316081, 0.002899333332316081, 0.0029681749989827477, 0.003683349998982748, 0.003316866665649414, 0.002905099998982747, 0.002982424998982747, 0.00280988333231608, 0.0032801833323160812, 0.0028745499989827473, 0.003064541665649414]","[79662.72958333335, 82579.52958333334, 82004.62291666666, 81325.76958333333, 79598.80958333334, 84202.35624999998, 82310.08958333333, 81880.00958333335, 80280.32958333334, 84199.95624999999, 82716.24958333332, 82114.16958333335, 85559.34291666666, 85887.26291666666, 80808.88958333332, 80265.23625, 81425.10291666666, 88569.12958333333, 84656.62291666667, 80642.35625, 81156.83625, 79212.43624999998, 83515.31624999999, 79703.28958333335, 81044.24958333335]","[7.1049999999999995, 3.8949999999999996, 5.591666666666668, 7.363333333333334, 9.158333333333333, 5.772916666666667, 4.710416666666666, 4.401666666666666, 5.42875, 6.5825000000000005, 5.254166666666666, 4.739166666666667, 9.523750000000001, 8.076250000000002, 6.641249999999999, 5.221666666666666, 4.7475, 8.790000000000001, 9.715000000000002, 8.151250000000003, 6.602916666666666, 5.068749999999999, 7.947916666666665, 7.305416666666669, 5.594583333333333]","[1.0962500000000002, 2.022083333333334, 1.7591666666666674, 1.5154166666666666, 1.2575, 1.9766666666666668, 1.9508333333333328, 1.7825, 1.3570833333333334, 1.950833333333333, 1.844166666666667, 1.4995833333333335, 0.8112499999999999, 1.15, 1.441666666666667, 1.6879166666666672, 1.4574999999999998, -0.07583333333333338, -0.41375000000000006, 0.30958333333333327, 0.9874999999999999, 1.617916666666667, 0.13833333333333334, 0.6124999999999997, 1.377916666666667]","[209.45875000000004, 217.8729166666667, 215.47374999999997, 212.87666666666667, 207.49125, 234.74916666666664, 222.16833333333332, 215.69916666666668, 209.83416666666665, 231.92375000000004, 221.81583333333336, 215.92625, 246.25666666666658, 241.76750000000004, 221.57833333333338, 214.63749999999996, 214.35125000000002, 256.10749999999996, 242.8854166666667, 225.83291666666665, 222.23, 211.61291666666668, 234.12500000000003, 219.72833333333335, 220.01833333333332]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[66.5575, 65.50083333333335, 66.78716666666666, 65.5135, 63.8265, 63.55950000000001, 59.71216666666667, 62.06483333333333, 63.25516666666667, 59.27449999999999, 62.11083333333334, 62.45583333333334, 60.81783333333333, 60.92216666666667, 60.328833333333336, 63.403166666666664, 63.48183333333335, 56.1835, 59.548833333333334, 59.017500000000005, 60.22916666666668, 64.69383333333333, 59.2305, 61.82050000000001, 58.42816666666667]"
12374250,2001-01-01T00:00:00,[],[],[],[],[],[],[],[]
12375900,2001-01-01T00:00:00,[],[],[],[],[],[],[],[]
12377150,2001-01-01T00:00:00,[],[],[],[],[],[],[],[]
12381400,2001-01-01T00:00:00,[],[],[],[],[],[],[],[]
12383500,2001-01-01T00:00:00,[],[],[],[],[],[],[],[]
12388400,2001-01-01T00:00:00,[-0.9549999999999746],[0.003617916665649414],[91036.99624999998],[1.29125],[1.5704166666666666],[252.2120833333333],[0.0],[58.58350000000001]
12390700,2001-01-01T00:00:00,"[-5.096666666666643, -3.4004166666666507, -2.3737499999999776]","[0.00293553333231608, 0.003224233332316081, 0.0034063416656494147]","[84564.59624999999, 87457.52958333331, 89311.44958333333]","[2.2700000000000005, 2.899583333333334, 3.4783333333333335]","[1.78, 1.5545833333333334, 1.3741666666666668]","[228.23875, 236.0716666666667, 240.74583333333328]","[0.0, 0.0, 0.0]","[59.05583333333333, 59.011833333333335, 64.47816666666667]"
12411000,2001-01-01T00:00:00,"[-2.7749999999999844, -3.3066666666666436, -2.8458333333333172, -3.3408333333333076, -2.957916666666643, -3.3916666666666444, -3.1933333333333116]","[0.0032971083323160796, 0.0032074416656494137, 0.0032963499989827464, 0.003197799998982748, 0.003268899998982748, 0.0031950916656494134, 0.003223958332316081]","[89374.86291666665, 88382.56958333334, 89077.34291666666, 88388.35625, 89025.04958333333, 88249.44958333333, 88691.23625]","[2.412916666666666, 2.455416666666667, 2.4475, 2.4166666666666665, 2.4595833333333332, 2.5116666666666663, 2.4779166666666668]","[2.3575000000000004, 2.1345833333333335, 1.9333333333333336, 2.420833333333333, 2.2687500000000003, 2.0933333333333337, 2.49125]","[248.20749999999998, 246.2166666666666, 248.91666666666663, 245.51208333333332, 248.48875, 247.37333333333333, 247.44541666666672]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[54.86716666666666, 56.18516666666667, 63.74516666666667, 54.26983333333334, 57.646166666666666, 61.9905, 56.9365]"
12414500,2001-01-01T00:00:00,"[-4.237916666666645, -3.1716666666666407, -3.4299999999999784, -5.183749999999979, -2.121249999999975, -2.460833333333305, -2.824166666666644, -2.4116666666666355, -2.9795833333333115, -2.9362499999999776, -3.325416666666643, -4.319166666666644, -2.0166666666666466, -2.5412499999999767, -2.7824999999999727, -3.6620833333333116, -4.519166666666647, -2.990416666666642]","[0.003097216665649414, 0.0032816333323160804, 0.003217833332316081, 0.0028871583323160804, 0.003412208332316081, 0.0033733333323160805, 0.0033280083323160813, 0.003422691665649414, 0.0033093333323160807, 0.003308616665649414, 0.0032298833323160807, 0.003038174998982747, 0.003439766665649413, 0.0033687249989827477, 0.0033419583323160812, 0.0031721499989827468, 0.0030119833323160807, 0.0032901583323160805]","[83940.27625, 85204.91625000001, 85023.84958333333, 82961.47624999999, 89101.92958333333, 88161.63625, 87206.35625000001, 87621.28958333332, 86805.42291666668, 86989.36958333333, 86410.91625, 84966.99625000001, 89709.23625, 88413.55624999998, 87782.75624999999, 86646.91625000002, 85585.39625, 87958.03625]","[3.2724999999999995, 4.197500000000001, 3.8608333333333333, 2.928333333333334, 3.1725, 2.7249999999999996, 2.35875, 2.1316666666666673, 2.8825000000000007, 3.561666666666666, 4.173333333333333, 3.8375, 2.3354166666666676, 1.5916666666666666, 1.2458333333333333, 2.2362499999999996, 3.2608333333333324, 1.59]","[1.8191666666666666, 1.7183333333333335, 1.72, 1.762083333333334, 1.9379166666666665, 1.9704166666666667, 1.99125, 2.0025, 2.0275, 2.0462499999999992, 2.06125, 2.0316666666666667, 2.0558333333333336, 2.1316666666666664, 2.2008333333333336, 2.257916666666666, 2.3404166666666666, 2.144583333333333]","[230.41666666666663, 223.42624999999995, 221.16375000000002, 216.27583333333328, 249.84333333333336, 244.17416666666668, 238.73791666666662, 237.46875, 232.93291666666667, 231.03958333333333, 226.87208333333334, 222.085, 248.14333333333332, 240.90166666666673, 235.9595833333333, 231.25583333333336, 226.69541666666666, 239.15374999999997]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[63.23016666666666, 68.3815, 72.24316666666665, 67.73683333333334, 64.5175, 63.862166666666674, 66.69483333333334, 65.48083333333334, 65.74083333333333, 66.29716666666666, 68.64016666666666, 72.18683333333334, 63.81316666666666, 63.48716666666667, 64.24083333333333, 65.54783333333334, 67.23450000000001, 64.7765]"
12447390,2001-01-01T00:00:00,[-5.567499999999981],[0.0028328749989827476],[79052.94291666665],[3.681666666666666],[0.6104166666666666],[210.62708333333333],[0.0],[57.04583333333333]
12451000,2001-01-01T00:00:00,"[-1.5270833333333111, -2.261666666666642, -2.169583333333312, -0.9637499999999785, -3.686249999999975, -3.6970833333333104]","[0.003574733332316081, 0.0034241249989827465, 0.0035129499989827472, 0.003725516665649414, 0.0031884666656494145, 0.003244324998982747]","[86060.64958333333, 84773.63624999998, 85446.24958333334, 87354.46291666667, 82771.63625, 83205.92958333333]","[2.108333333333333, 2.3562500000000006, 1.4445833333333333, 2.1570833333333335, 2.7604166666666674, 2.2725]","[0.4725, 0.39458333333333345, 1.0524999999999998, 0.49291666666666667, 0.046249999999999986, 0.35625]","[227.46000000000004, 223.5045833333334, 227.9012500000001, 233.64291666666665, 221.60416666666666, 224.0666666666667]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[64.3385, 68.10266666666668, 73.28866666666667, 67.09916666666665, 68.03150000000001, 71.26233333333333]"
12488500,2001-01-01T00:00:00,[-1.4349999999999834],[0.003431624998982747],[85910.38291666667],[2.2849999999999997],[-0.9966666666666669],[244.06375000000006],[0.0],[69.8875]
13011500,2001-01-01T00:00:00,"[-9.361249999999977, -9.658749999999982, -11.053333333333311]","[0.0020758166656494144, 0.0020616499989827477, 0.001959958332316081]","[76630.14291666666, 75565.39624999999, 72826.99624999998]","[3.9320833333333343, 3.7858333333333327, 3.884166666666667]","[-0.13041666666666668, 0.4200000000000003, 1.3275000000000003]","[221.845, 220.47416666666672, 215.66583333333332]","[0.0, 0.0, 0.0]","[55.532500000000006, 53.50716666666667, 47.54116666666667]"
13011900,2001-01-01T00:00:00,"[-10.467499999999978, -11.334583333333311, -11.779583333333306, -10.15333333333331, -11.411666666666639, -11.629583333333306, -10.959999999999974]","[0.001945099998982747, 0.0018627416656494136, 0.0018132416656494142, 0.002023808332316081, 0.0018981083323160806, 0.0018696833323160807, 0.0019325416656494137]","[73758.54291666666, 72060.62291666666, 70567.60958333332, 74195.74291666667, 71747.47624999999, 70578.46291666667, 70550.96958333334]","[3.355416666666667, 3.4287499999999995, 3.9466666666666654, 3.6316666666666673, 3.492916666666666, 4.03125, 4.8175]","[0.7120833333333336, 1.5525000000000002, 0.6337500000000001, 1.0329166666666665, 1.6583333333333334, 0.7933333333333333, -0.6483333333333333]","[215.15291666666667, 212.71166666666667, 204.73541666666668, 218.2591666666667, 212.69166666666672, 205.82125, 200.31249999999997]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[53.658166666666666, 50.07083333333333, 53.66983333333334, 50.29216666666667, 49.145833333333336, 51.6735, 57.28983333333332]"
13018300,2001-01-01T00:00:00,[-11.514166666666641],[0.0017736499989827474],[71933.92958333332],[2.7283333333333335],[-0.25500000000000006],[199.8445833333333],[0.0],[68.64616666666666]
13023000,2001-01-01T00:00:00,"[-10.074166666666642, -8.60916666666664, -7.575416666666643, -9.279999999999974, -7.385833333333309, -9.886249999999977, -8.034583333333309, -8.831666666666644, -10.064583333333308]","[0.0018543583323160806, 0.002040349998982747, 0.0021771499989827474, 0.0019741583323160806, 0.00220980833231608, 0.0019111083323160806, 0.002116874998982748, 0.0020328083323160806, 0.001897624998982747]","[72406.27625, 74107.82291666666, 75797.60958333332, 73377.47625, 76449.12958333334, 72691.50291666666, 77637.34291666665, 75775.92958333333, 73367.95625]","[2.460833333333334, 2.205, 3.000833333333334, 3.139583333333333, 3.5237499999999997, 3.6737499999999996, 2.3716666666666666, 2.6158333333333332, 2.945416666666667]","[-0.3625, -0.22125000000000003, -1.8812499999999999, -2.30125, -2.981666666666666, -3.329166666666667, -0.7416666666666666, -1.20875, -1.8004166666666663]","[177.53583333333333, 183.01999999999998, 189.27083333333334, 182.98541666666665, 193.17416666666668, 182.70874999999998, 200.02, 195.73791666666662, 189.73541666666668]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[99.32816666666668, 97.87649999999998, 95.99783333333333, 97.69949999999999, 93.96316666666667, 95.71716666666667, 87.49983333333334, 87.73450000000001, 88.48149999999998]"
13083000,2001-01-01T00:00:00,[-5.148749999999976],[0.00234285833231608],[81397.76958333333],[2.1812499999999995],[0.5766666666666667],[193.31041666666667],[0.0],[84.94216666666667]
13161500,2001-01-01T00:00:00,"[-5.543749999999979, -5.434166666666641, -4.436666666666643, -5.293333333333308, -5.530416666666646, -4.889583333333316, -6.4845833333333145]","[0.0022057249989827473, 0.0022608333323160816, 0.002259758332316081, 0.0021818416656494135, 0.0021191749989827474, 0.0022049916656494144, 0.002020916665649414]","[80160.32958333332, 80417.76958333333, 80464.00958333333, 78350.99625000001, 79822.11625, 79397.50291666665, 75557.26291666666]","[2.1616666666666666, 1.9708333333333334, 2.4320833333333343, 2.4545833333333333, 2.679583333333333, 2.8125000000000004, 2.9487500000000004]","[-1.9033333333333335, -0.7825000000000001, -1.9325000000000003, -0.9558333333333334, -2.15, -1.5483333333333336, -0.8858333333333334]","[190.18249999999998, 190.7675, 192.3079166666666, 187.76208333333332, 189.76333333333335, 190.04333333333338, 181.71624999999995]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[93.93533333333333, 86.14866666666666, 89.67033333333332, 90.96166666666666, 91.63900000000001, 88.30283333333334, 88.10483333333333]"
13235000,2001-01-01T00:00:00,"[-3.552916666666652, -4.702499999999977, -5.670416666666642, -8.07499999999998, -5.469166666666648, -4.649583333333315, -5.7341666666666455]","[0.002685749998982747, 0.0025197833323160807, 0.0023765999989827473, 0.002067074998982747, 0.0024371499989827472, 0.0025591749989827485, 0.002417233332316081]","[84129.79624999998, 81395.84958333333, 79084.86291666665, 75041.60958333332, 80174.32958333332, 80764.83625, 79066.35625000001]","[0.2716666666666668, 0.9237500000000001, 1.5741666666666667, 2.065416666666666, 1.1975, 1.8195833333333338, 2.0466666666666673]","[-0.9933333333333333, -1.7049999999999998, -2.4170833333333333, -1.6520833333333333, -1.0208333333333335, -1.4354166666666668, -1.2516666666666667]","[205.78666666666666, 198.8525, 192.94916666666666, 182.6541666666667, 197.09708333333333, 198.43541666666667, 194.20375]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[83.80566666666667, 83.01316666666666, 82.63466666666667, 83.48383333333332, 77.94133333333335, 80.65933333333332, 78.771]"
13240000,2001-01-01T00:00:00,[],[],[],[],[],[],[],[]
13310700,2001-01-01T00:00:00,"[-5.747499999999971, -7.1970833333333175, -4.798749999999967, -5.127916666666643, -5.468749999999979, -3.4429166666666404]","[0.0023861416656494137, 0.0022464999989827475, 0.0025376916656494135, 0.0025683333323160804, 0.0025572333323160812, 0.002901091665649415]","[80435.34291666666, 77851.07625, 82003.36958333335, 81458.88958333332, 81679.39625, 84099.74291666668]","[0.44749999999999995, 1.261666666666667, 0.7220833333333333, 1.35875, 1.4454166666666668, 1.9608333333333343]","[0.16708333333333325, 0.3379166666666664, 0.2779166666666664, 0.3570833333333334, 0.5733333333333334, 0.39041666666666686]","[201.5241666666667, 195.83791666666664, 206.51249999999996, 207.75166666666664, 210.0591666666667, 217.4441666666667]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[75.4265, 71.54866666666668, 66.86566666666668, 65.17783333333334, 62.88283333333334, 64.83666666666666]"
13313000,2001-01-01T00:00:00,"[-6.396249999999981, -7.247916666666645, -6.453333333333312, -6.937499999999972, -5.173333333333311]","[0.0023834333323160812, 0.002335841665649414, 0.0024332916656494142, 0.0024190333323160806, 0.0027101999989827476]","[79012.35625, 77260.08958333333, 78735.36958333333, 77386.24958333332, 79760.99624999998]","[1.4649999999999999, 2.229166666666667, 1.9970833333333333, 2.6558333333333337, 3.015416666666668]","[0.3975, 0.5400000000000001, 0.33625000000000016, 0.3383333333333334, 0.08708333333333342]","[200.45083333333335, 197.70750000000007, 201.84916666666663, 199.68666666666664, 207.57416666666668]","[0.0, 0.0, 0.0, 0.0, 0.0]","[70.10433333333334, 71.74516666666666, 69.28, 70.34599999999999, 70.07383333333333]"
